// Size of tiles drawn to window
144,144
// How many tiles (Width X Height) to draw to window
52,14
// How big the tile that we're taking from sprite sheet is
32,32
// Upper left x y of the rectangle to draw
96,0
360,0,BG
360,0,BG
360,0,BG
360,0,BG
0,32
224,64,BG
360,0,BG
0,32
360,0,BG
360,0,BG
360,0,BG
96,0
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
0,32
360,0,BG
360,0,BG
360,0,BG
360,0,BG
0,32
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
224,64,BG
224,64,BG
0,0
0,32
360,0,BG
360,0,BG
360,0,BG
96,0
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
0,32
360,0,BG
360,0,BG
360,0,BG
360,0,BG
0,32
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
224,64,BG
360,0,BG
360,0,BG
360,0,BG
360,0,BG
224,64,BG
224,64,BG
224,64,BG
0,32
360,0,BG
360,0,BG
360,0,BG
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
